"product","div","category","brand","cpg","bfpp","ppa","spf","spfv"
"67443735","B","HA","LB","H06508","3LN","Not Applicable","1CM5","1KOU"
"67558315","B","SN","LB","H06535","3NE","8PI","1CTD","1LDK"
"67558316","B","SN","LB","H06535","3NE","8PI","1CTD","1LDL"
"67558317","B","SN","LB","H06535","3NE","8PI","1CTD","1LDM"
"67577808","B","HA","SE","H01112","24I","43S","14O2","14O2"
"67647343","H","SO","SR","H00087","2DN","60H","1D5A","1MGJ"
"67673776","H","SO","SR","H00087","2DN","60H","15SF","15SF"
"67748328","B","HA","TI","H04888","36T","66O","1BAP","1F7J"
"67748334","B","HA","TI","H03732","36L","64V","1BB0","1F7U"
"67767895","F","OT","MA","F05997","3R1","9OD","1E7K","1P2B"
"67768875","B","DE","LB","H11009","3XE","913","1DUL","1O8K"
"67777616","H","CO","CM","H00519","20P","917","1DWW","1OE2"
"67777945","F","OT","MA","F05997","421","924","1E7E","1P1Y"
"67777952","F","OT","MA","F05997","421","924","1E7E","1P1Z"
"67777953","F","OT","MA","F05997","421","924","1E7E","1P20"
"67783884","R","OI","BR","P00251","327","Not Applicable","1ARK","1ARK"
"67805460","F","MA","HL","F00478","2AT","500","14W1","14W1"
"67816568","B","DE","LB","H11009","3XE","913","1DUL","1O8K"
"67867314","B","DE","AX","H02963","1PK","76A","1319","1FA3"
"67872736","F","MA","HL","F00478","3MA","84K","1CPC","1KWR"
"67881408","H","SO","BI","H05249","1ZZ","46Q","155Q","1PEQ"
"67881695","H","SO","BI","H00145","480","9KP","1EOX","1QK7"
"67881709","H","SO","BI","H00145","47Y","9KR","1EOY","1QK8"
"67890169","F","OT","MA","F05997","3M9","Not Applicable","1CON","1KV8"
"67891312","F","OT","MA","F05997","3IZ","7TO","1CGJ","1K1B"
"67892438","F","OT","MA","F05997","41Y","Not Applicable","1E7A","1P1R"
"67901442","B","HA","NE","H04456","31R","598","15OT","1I32"
"67901443","B","HA","NE","H04453","31U","594","15OO","1I30"
"67923116","B","SN","DV","H00711","2EY","47R","15XO","15XO"
"67934979","H","PR","OO","P00373","48Y","93U","1ESK","1QT6"
"67938661","H","PR","BI","P00883","45P","9L3","1EJ8","1Q4I"
"67942149","H","PR","OO","P00373","3VG","9M2","1EJY","1Q75"
"67947468","B","HA","TI","H04888","36V","9NQ","1BD0","1FFZ"
"67955751","B","HA","LB","H06520","45O","9N4","1EJ7","1Q5T"
"67955752","B","HA","LB","H06520","45O","9N4","1EJ7","1Q5V"
"67955753","B","HA","LB","H06520","45O","9N4","1EJ7","1Q5U"
"67955754","B","HA","LB","H06520","45O","9N4","1EJ7","1Q5S"
"67955755","B","HA","LB","H06522","45N","9N6","1EJ6","1Q5Q"
"67955756","B","HA","LB","H06522","45N","9N6","1EJ6","1Q5P"
"67955757","B","HA","LB","H06522","45N","9N6","1EJ6","1Q5R"
"67955758","B","HA","LB","H06522","45N","9N6","1EJ6","1Q5P"
"67981858","B","SN","RO","H00677","277","356","1562","1562"
"67981954","B","DE","RO","H03003","3O1","8X9","1CW5","1LKU"
"67981991","H","PR","BI","P00883","45X","9M0","1EJZ","1QN6"
"67986032","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"67989296","B","DE","DE","H02970","4E5","9N0","1FA5","1S6M"
"67989399","B","DE","RO","H02990","1X4","7BH","14XS","14XS"
"67989400","B","DE","RO","H02990","1X4","7BH","14XS","14XS"
"67989402","B","DE","RO","H03003","1XA","7BH","1B2N","1B2N"
"68113881","H","SO","OO","H00176","416","9NU","1ERV","1QRK"
"68126840","B","HA","NE","H04453","31U","594","15OO","1PLC"
"68126842","B","HA","NE","H04456","31R","598","15OT","1PLB"
"68131725","B","SN","DV","H00621","152","44B","1366","1366"
"68136104","H","CO","CM","H00519","20P","917","1ETC","1QW9"
"100000037175","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000037178","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000037181","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000037187","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000037391","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000071684","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000031873","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000047896","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000040316","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000037179","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000037451","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000041144","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000047454","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000035621","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000040441","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000068162","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000068166","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000083349","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"100000088954","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"67894909","F","OT","MA","F05997","3II","Not Applicable","1DUN","1O8M"
"84139982","R","IN","FG","F01942","16W","Not Applicable","11LI","1HY0"
"67878726","H","SO","BI","H05249","1ZZ","396","14PM","1PEI"
"67884098","H","SO","BI","H00145","480","9KP","1EOX","1QK5"
"67884102","H","SO","BI","H00145","47Y","9KR","1EOY","1QK6"
"67884111","H","SO","BI","H00145","47Z","9KT","1EOT","1QJY"
"67890107","F","OT","MA","F05997","3M8","7WW","1COK","1KUW"
"67890168","F","OT","MA","F05997","3M9","7WU","1COO","1KV6"
"67891389","F","OT","MA","F05997","3IL","Not Applicable","1CFS","1JZC"
"67891442","F","OT","MA","F05997","3IL","7UA","1CFS","1JZI"
"67892441","F","OT","MA","F05997","41Y","Not Applicable","1E7B","1P1S"
"67925546","B","DE","DO","H02970","1QW","42Q","18ZK","1GCC"
"67364786","R","IM","KN","F01883","2Z6","70K","1APV","1APV"
"67483354","B","SK","SM","H04504","1OY","8F5","12XE","12XE"
"67641040","R","IM","KN","F01883","22Q","6SR","14JL","14JL"
"67892454","F","OT","MA","F05997","3IY","93S","1CGF","1P29"
"67795566","B","HA","SE","H01112","24I","43S","14O2","14O2"
"67634506","B","SK","SM","H04501","1HS","6WA","12PJ","12PJ"
"67839783","B","HA","DV","H01040","3YH","80Q","1E2Q","1PLA"
"67891385","F","OT","MA","F05997","3IM","7WI","1CFW","1JZQ"
"67948585","F","MU","HL","F00552","17O","7QO","15I3","15I3"
"67993371","F","OT","MA","F05997","3IH","Not Applicable","1CFK","1JYW"
"68116534","H","SO","BI","H00145","48U","9NW","1ESG","1QST"
"68136105","H","CO","CM","H00519","20P","917","1ETC","1QW9"
"68138981","H","CO","CM","H00519","20P","917","1ETC","1R03"
"68122402","R","IM","KN","F01883","209","557","14QD","14QD"
"67891441","F","OT","MA","F05997","3IL","7UE","1CFV","1JZN"
"228150","B","HA","SE","H01060","24F","427","14NU","14NU"
"546009","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"546490","B","HA","TE","H04755","2DK","46A","15YN","15YN"
"67890167","F","OT","MA","F05997","3M9","Not Applicable","1CON","1KV5"
"67890171","F","OT","MA","F05997","3M9","Not Applicable","1COO","1KV7"
"68112429","F","OD","BO","F02582","3F1","7YQ","1C3C","1IR3"
"68112439","F","OD","BO","F02582","3F1","7YW","1C3C","1IR3"
"934737","B","HA","TE","H04420","1YK","45O","14F8","14F8"
"68113883","H","SO","OO","H00176","416","9NU","1ERV","1QRK"
"68113884","H","SO","BI","H00145","48U","9NY","1ERY","1QRN"
"67715801","F","MA","HL","F02758","17L","6N8","14VQ","14VQ"
"67942095","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"67769187","F","MA","GO","F05981","3FF","7Z2","1C51","1J31"
"67805456","F","MA","GO","F05981","3FG","7Z4","1C52","1J32"
"67993372","F","OT","MA","F05997","3IH","7UW","1CFJ","1JYV"
"68145326","B","DE","RO","H03003","249","42S","1BN4","1GVB"
"67808754","R","IM","MG","F01889","1UA","56U","1BTY","1HIB"
"67802962","R","IN","KN","F01848","367","6O3","1B8L","1EWK"
"67864696","B","HA","NE","H04456","31R","9NO","15OT","15OT"
"67934982","H","SO","BI","H00145","48U","9KV","1ESL","1QT7"
"67970538","H","SO","OO","H00299","2EU","9GM","17Y5","1PSQ"
"67830668","R","IM","MG","F01889","1UA","8CX","1BTY","1HIB"
"100000071805","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"67575441","F","SE","KO","F00065","22S","Not Applicable","15O6","15O6"
"67575451","F","SE","KO","F00065","1TN","Not Applicable","14WU","14WU"
"67677141","F","MA","HL","F00478","17R","92H","1AP9","1AP9"
"67865771","F","KE","HL","F00519","2DO","54G","1C6G","1J7G"
"67865796","F","MU","HL","F00552","2CU","54L","14VW","14VW"
"67865955","F","SA","HL","F00663","17S","54T","14WE","14WE"
"67865958","F","SA","HL","F00663","17S","54T","14WE","14WE"
"67875747","F","KE","HL","F00519","43C","9HC","1EBE","1PDV"
"67875748","F","KE","HL","F00519","43B","9HE","1EBD","1PDU"
"67875749","F","MU","HL","F00552","43D","9HG","1EBF","1PDW"
"67937102","F","MA","HL","F00478","3MG","891","1CPK","1KXL"
"67989431","B","DE","RO","H03003","3O1","8X9","1CW5","1LKU"
"67989432","B","DE","RO","H03003","3O1","8X9","1CW5","1LKU"
"68155543","B","DE","SV","H03968","1EJ","9RB","1EV1","1R45"
"68155545","B","DE","SV","H03968","1EJ","9RB","1EV1","1R43"
"68155546","B","DE","SV","H03968","1EJ","9RB","1EV1","1R43"
"68155547","B","DE","SV","H03967","38G","9RB","1EV0","1R41"
"100000031872","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"203089","B","DE","RO","H02399","1XE","422","14AX","14AX"
"67443726","B","HA","LB","H06508","3LN","Not Applicable","1CN2","1KOR"
"67443733","B","HA","LB","H06508","3LN","Not Applicable","1CN2","1KOS"
"67552823","B","SK","LB","H11019","3NL","Not Applicable","1CUA","1LFQ"
"67552825","B","SK","LB","H11019","3NL","Not Applicable","1CUA","1LFP"
"67715746","F","MA","HL","F02758","17L","50W","14VS","14VS"
"67715748","F","MA","HL","F00478","2AR","50Z","14W7","14W7"
"67715798","F","MA","HL","F00478","2AT","500","14W1","14W1"
"67721119","F","MA","HL","F00478","2AR","50Z","1DK6","1NLH"
"67748329","B","HA","TI","H03732","36P","66Q","1BB5","1F7Z"
"67810323","B","DE","DO","H02891","1QV","7QI","136S","136S"
"67839758","B","HA","SE","H01112","24I","Not Applicable","14O2","14O2"
"67849845","B","HA","DV","H00979","163","43I","1370","1370"
"67864695","B","HA","NE","H04456","31R","9NO","15OT","15OT"
"67893162","F","OT","MA","F05997","3IX","7TS","1CGD","1K0X"
"67923186","B","SK","DV","H00822","3J3","9PT","1EGG","1PXO"
"67936318","R","IN","KN","F01866","45U","56E","1EJG","1Q5F"
"67942203","B","SN","DV","H00711","1R0","Not Applicable","14UX","14UX"
"67955710","B","HA","NE","H04830","1ME","9N2","1EDE","1PLD"
"67955711","B","HA","NE","H04830","1ME","9N2","1EDE","1PM7"
"68114191","F","BO","AS","F00029","2AZ","51U","14S0","14S0"
"68145001","F","MA","HL","F00478","2AR","50Z","1DK6","1TAZ"
"68159008","B","DE","RO","H02990","49M","Not Applicable","1EVE","1R4W"
"68159009","B","DE","RO","H02990","49M","Not Applicable","1EVE","1R4X"
"68159011","B","DE","RO","H02990","49M","Not Applicable","1EVE","1R4Y"
"68159029","B","DE","RO","H02990","49M","Not Applicable","1EVE","1R4Z"
"68159030","B","DE","RO","H02990","49M","Not Applicable","1EVE","1R50"
"68159031","B","DE","RO","H02990","49M","Not Applicable","1EVE","1R51"
"68159032","B","DE","RO","H02990","49M","Not Applicable","1EVE","1R52"
"68159033","B","DE","RO","H02990","49M","Not Applicable","1EVE","1R53"
"84164495","B","DE","RO","H03003","1XA","42R","14AS","14AS"
"232608","B","HA","SE","H01112","24I","43S","14O2","14O2"
"549611","B","DE","RO","H03003","1XA","42R","15GW","15GW"
"550749","F","SS","KO","F00285","230","514","15HY","15HY"
"67324860","B","HA","TI","H04886","36R","65P","1BBH","1F60"
"67369470","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67369473","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"67483362","B","SK","SM","H04504","1OY","8F5","12XE","12XE"
"67483378","B","SK","SM","H04504","1OY","Not Applicable","12XE","12XE"
"67677145","F","MA","AS","F00455","2AH","50T","14I4","14I4"
"67677147","F","MA","GO","F05981","3FI","7Z6","1C54","1J34"
"67715826","F","MA","HL","F00478","36K","6P0","1B9X","1F2N"
"67748331","B","HA","TI","H03732","36P","963","1BB5","1F7Z"
"67802948","R","IN","KN","F01848","367","6O3","1B8L","1EWK"
"67802953","R","IN","KN","F01848","367","6O3","1B8L","1EWK"
"67831189","R","IN","KN","F01848","367","Not Applicable","1B8L","1EWK"
"67839800","B","HA","DV","H01154","1QY","Not Applicable","1CK6","1LSO"
"67879786","B","SN","RO","H00729","32Z","6U5","1BJA","1GLW"
"67881714","H","SO","BI","H00145","47Z","9KT","1EOT","1QJZ"
"67890960","F","OT","MA","F05997","3II","7X0","1COL","1KUZ"
"67890961","F","OT","MA","F05997","3II","7X0","1COL","1KUZ"
"67893776","B","DE","RO","H03003","1XA","42R","14AS","14AS"
"67909794","F","MA","HL","F00478","2A8","52P","15I8","15I8"
"67910797","F","MA","HL","F00478","3FD","6VW","1C4Z","1J2Z"
"67916889","R","IN","BR","F06379","11N","Not Applicable","15U5","1Q87"
"67944403","H","SO","OO","H00096","48Z","Not Applicable","1ET2","1QUF"
"67944407","H","SO","AA","H04193","43T","Not Applicable","1ECY","1PK8"
"67978266","R","IN","BR","F06403","11Q","5S8","15TV","15TV"
"67978269","R","IN","BR","F06403","11Q","2G0","15TV","15TV"
"67978367","R","IM","MG","F01889","1UA","A68","1BTY","1HIB"
"67986108","F","MA","AS","F00455","2AK","50U","1FMF","1TB2"
"68114184","F","BO","AS","F00029","2AW","51T","15IJ","15IJ"
"68114190","F","BO","AS","F00029","2AW","51T","15IJ","15IJ"
"68125579","B","HA","TE","H04433","1MA","45K","14FM","14FM"
"68125580","B","HA","TE","H04433","1MA","45K","14FM","14FM"
"68145368","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"68145369","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"68163398","B","DE","DO","H02970","1QW","42Q","18ZK","18ZK"
"68164712","B","DE","RO","H02990","49M","9SV","1EVE","1R79"
"68164713","B","DE","RO","H02990","49M","9SV","1EVE","1R79"
"68166964","B","SN","DV","H00621","152","44B","1366","1366"
"68224711","B","DE","RO","H02990","1X4","42R","191A","191A"
"68224712","B","DE","RO","H02990","1X4","42R","191A","191A"
"68224714","B","DE","RO","H02990","1X4","42R","191A","191A"
"939578","B","DE","DE","H03962","1R7","465","134O","134O"
"67923152","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"67875714","B","DE","DO","H02970","43H","98W","1EBX","1PFG"
"67872734","F","MA","AS","F00455","3MB","84M","1CPD","1KWS"
"68114181","F","BO","AS","F00029","2AW","51T","15IJ","15IJ"
"68114189","F","BO","AS","F00029","2AZ","51U","14S0","14S0"
"67891150","F","OT","MA","F05997","3II","7WK","1CFN","1JZ0"
"67893167","F","OT","MA","F05997","3IH","Not Applicable","1CFM","1JYZ"
"67942097","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"67872738","F","MA","GO","F05981","3FH","820","1C53","1J33"
"67891292","F","OT","MA","F05997","3IM","Not Applicable","1CFW","1JZP"
"67805457","F","MA","AS","F00455","2AL","4KL","14I6","14I6"
"68114192","F","BO","AS","F00029","1ZB","51S","14RW","14RW"
"67484367","B","SK","SM","H04517","2S6","Not Applicable","198M","198M"
"67769182","F","MA","AS","F00455","2AK","50U","14IB","14IB"
"67831191","R","IN","KN","F01848","367","Not Applicable","1B8L","1EWK"
"67839801","B","HA","DV","H01040","3YH","Not Applicable","1E2Q","1PLA"
"67849565","B","HA","SE","H01112","24I","Not Applicable","14O2","14O2"
"67879782","B","SN","RO","H00729","32Z","6U5","1BJA","1GLW"
"67879784","B","SN","RO","H00729","32Z","6U5","1BJA","1GLW"
"67893165","F","OT","MA","F05997","3IE","7SK","1CFE","1JYI"
"67923153","B","SN","DV","H00711","1R0","Not Applicable","14UX","14UX"
"67923615","R","IN","KN","F01848","367","Not Applicable","1B8L","1EWK"
"67931280","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"67942018","R","IN","MG","F06417","45Q","AF2","1EKQ","1QDU"
"67942020","R","IN","MG","F06417","45Q","AF2","1EKQ","1Q9L"
"67942208","B","SN","DV","H00711","1R0","Not Applicable","14UX","14UX"
"67946550","R","OI","BR","F01700","11W","Not Applicable","113L","1PG1"
"67949711","R","IN","BR","F06403","11Q","Not Applicable","15TV","1QFI"
"68114187","F","BO","AS","F00029","1ZB","51S","14RW","14RW"
"68115285","B","SN","DB","H00620","1QX","Not Applicable","1AYG","1AYG"
"68149209","H","HH","CF","H01618","3MT","83A","1CQS","1L20"
"68149210","H","HH","CF","H01618","3MT","83A","1DI8","1NHT"
"68149229","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"68171768","B","SK","LB","H11019","3NL","9RZ","1EWA","1R7Z"
"68171769","B","SK","LB","H11019","3NL","9RZ","1EWA","1R7Z"
"68173485","B","HA","LB","H06522","3LK","9RV","1EWB","1R89"
"68173489","B","HA","LB","H06522","3LK","9RV","1EWB","1R8A"
"68173490","B","HA","LB","H06520","3LJ","9RX","1EWC","1R8B"
"68173491","B","HA","LB","H06522","3LK","9RV","1EWB","1R8C"
"68173492","B","HA","LB","H06522","3LK","9RX","1EWB","1R8G"
"68173493","B","HA","LB","H06520","3LJ","9RX","1EWC","1R8E"
"68173495","B","HA","LB","H06520","3LJ","9RX","1EWC","1R8F"
"68173496","B","HA","LB","H06520","3LJ","9RV","1EWC","1R8D"
"85314879","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"67891386","F","OT","MA","F05997","3IL","7UA","1CFS","1JZF"
"68202322","B","SN","DV","H00711","2EY","47R","1CJN","1KBD"
"67577818","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"67577819","B","HA","SE","H01060","24F","427","19KI","19KI"
"68202313","B","SN","DV","H00711","2EY","47R","1CJN","1KBE"
"67891291","F","OT","MA","F05997","3IM","7UC","1CFW","1JZR"
"67891388","F","OT","MA","F05997","3IL","7UA","1CFS","1JZE"
"68247662","H","SO","OO","H00176","413","90H","1F31","1RUA"
"68250559","H","SO","OO","H00176","41A","90D","1F3I","1RV8"
"67891390","F","OT","MA","F05997","3IL","7UE","1CFV","1JZM"
"67986107","F","MA","HL","F00478","2AP","50Y","14W0","1PJK"
"68264850","H","SO","OO","H00082","23V","397","14M0","1S2I"
"68264854","H","SO","OO","H00082","2XQ","90B","1DUR","1S2J"
"67715825","F","MA","HL","F00478","3MG","891","1CPK","1KXL"
"67940268","R","IN","KN","F01848","367","6O3","1B8L","1EWK"
"67940271","R","IN","KN","F01848","367","6O3","1B8L","1EWK"
"84168180","B","DE","RO","H02913","1X8","Not Applicable","14AL","14AL"
"67966696","F","CS","MZ","F01205","20U","9UL","1EOK","1QJ8"
"67966697","F","CS","MZ","F01205","1ZP","9UF","1EOL","1QJA"
"67966699","F","CS","MZ","F01205","20U","9UJ","15E1","1QJ7"
"67966826","F","CS","MZ","F01205","20U","9UJ","15E1","1QJ6"
"68173425","B","OR","CL","H04226","20F","436","14QR","14QR"
"68173427","B","OR","CL","H04226","20F","436","14QR","14QR"
"68173431","B","OR","CL","H04226","20F","436","14QR","14QR"
"68173503","B","OR","CL","H04226","20F","436","14QR","14QR"
"68189578","F","CS","MZ","F01205","20U","9UH","1EZ6","1RK9"
"68189579","F","CS","MZ","F01205","20U","9UH","1EZ6","1RKA"
"68189581","F","CS","MZ","F01205","20U","9UH","1EZ6","1RKB"
"68189705","R","IM","EI","F01883","29T","561","14SL","14SL"
"68202314","B","SN","DV","H00711","2EY","47R","15XO","15XO"
"68202317","B","SN","DV","H00711","2EY","47R","1CJN","1KBF"
"16057","R","IM","MG","F01889","1UA","Not Applicable","13KK","13KK"
"67577802","B","HA","SE","H01060","24F","427","19KI","19KI"
"67577823","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"67648259","B","HA","TI","H04890","36Z","95F","1BAN","1F7H"
"67748327","B","HA","TI","H04888","36T","95J","1BAP","1F7J"
"67748336","B","HA","TI","H04892","373","95T","1BAW","1F7Q"
"67942209","B","SN","DV","H00711","1R0","Not Applicable","14UX","14UX"
"67944406","H","SO","OE","H03555","43S","Not Applicable","1ECX","1PK7"
"67944408","H","SO","OE","H00099","4FY","Not Applicable","1FCA","1SAN"
"67946552","R","OI","BR","F01700","11W","Not Applicable","113L","1QDH"
"68157356","B","SK","SM","H04504","1OY","8F5","12XE","12XE"
"68161305","H","SO","OO","H00080","4H0","Not Applicable","1FF6","1SK8"
"68219688","F","SI","KO","F02635","4JT","A0N","1FMX","1TCH"
"68219691","F","SI","KO","F02635","4JT","A0N","1FMX","1TCH"
"68219692","F","SI","KO","F02635","4JT","A0N","1FMX","1TCH"
"68234618","B","HA","SE","H01112","24I","43S","14O2","14O2"
"67699445","B","HA","DV","H01040","158","43I","135D","135D"
"67879785","B","SN","RO","H00729","32Z","6U5","1BJA","1GLW"
"67910795","F","KE","HL","F00519","17K","52Q","14VJ","14VJ"
"67910799","F","KE","HL","F00519","17K","ADW","15VE","15VE"
"67910802","F","KE","HL","F00519","3MD","88X","1CPF","1KWY"
"67910804","F","KE","HL","F00519","17K","ADW","15VE","1J1E"
"67942202","B","SN","DV","H00711","1R0","Not Applicable","14UX","14UX"
"67980944","R","IM","CO","F06431","1QQ","70O","14UM","14UM"
"68176762","B","HA","SE","H01060","24F","427","19KI","19KI"
"68176767","B","HA","SE","H01060","24F","427","19KI","19KI"
"68176769","B","HA","SE","H01060","24F","427","19KI","19KI"
"68176772","B","HA","SE","H01060","24F","427","19KI","19KI"
"68211618","H","SO","BI","H00145","47Y","9KR","1EOY","1RSB"
"68211619","H","SO","BI","H00145","47Z","9KT","1EOT","1S5W"
"68195320","F","BO","KO","F00037","2B8","51X","14WM","14WM"
"68195326","F","BO","KO","F00037","2B8","51X","14WM","14WM"
"68195309","F","BO","KO","F00037","2B3","51V","14WJ","14WJ"
"68195322","F","BO","KO","F00037","2B6","51W","15II","15II"
"68282373","F","SA","HL","F02556","3OX","926","1CY9","1LOY"
"68195323","F","BO","KO","F00037","2B6","51W","15II","15II"
"68195324","F","BO","KO","F00037","2B6","51W","15II","15II"
"67942096","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"68174946","B","OR","CL","H04226","20F","436","14QR","14QR"
"68195318","F","BO","KO","F00037","2B6","51W","15II","15II"
"68195325","F","BO","KO","F00037","2B3","51V","14WJ","14WJ"
"68219652","F","OD","BO","F02582","3F1","7YW","1C3C","1IR3"
"67966695","F","CS","MZ","F01205","20U","9UJ","15E1","1QJ9"
"68195316","F","BO","KO","F00037","2B6","51W","15II","15II"
"68194278","H","SO","BI","H05249","1ZZ","46G","14PN","1PEP"
"68242733","F","MA","HL","F00478","2AR","50Z","14W7","1SC9"
"68242734","F","MA","HL","F00478","2AR","50Z","14W7","1SCA"
"68259310","F","MA","HL","F00478","2AR","50Z","14W7","14W7"
"67978265","R","IN","BR","F06403","11Q","5SC","15TV","15TV"
"68112484","B","SN","LU","H00720","23D","9TP","1ER3","1QPL"
"68112489","B","SN","LU","H00720","23D","9TP","1ER3","1QPL"
"68138813","B","SN","LU","H00651","23F","4U1","19X5","19X5"
"68202312","B","SN","DV","H00711","2EY","47R","15XO","15XO"
"68211169","H","SO","CM","H11667","484","9SN","1FBM","1S9H"
"68211638","H","SO","BI","H05249","1ZZ","46G","14PN","1RSC"
"68219680","H","HH","CF","H01657","1QG","5TC","1DJD","1NJL"
"68219723","H","HH","CF","H01657","1QG","42J","1CKE","1KFG"
"68219726","H","HH","CF","H01618","1QK","40G","133O","133O"
"68219728","H","HH","CF","H01618","1QK","40G","133O","133O"
"68219740","H","HH","CF","H01618","1QK","40G","133O","133O"
"68219741","H","HH","CF","H01657","1QG","5TC","133H","133H"
"68219742","H","HH","CF","H01618","1QK","40F","19Z6","19Z6"
"68224978","H","HH","CF","H01766","4A9","9YA","1EXR","1RFJ"
"68224980","H","HH","CF","H01766","4A9","9YA","1EXR","1RFK"
"68224985","H","HH","CF","H01766","4A9","9YA","1EXR","1RK3"
"68224986","H","HH","CF","H01766","4A9","9YA","1EXR","1RFL"
"68225149","H","HH","CF","H01618","3MT","83A","1CQS","1L20"
"68225150","H","HH","CF","H01657","1QG","5TG","133H","133H"
"68225151","H","HH","CF","H01618","3MT","83A","1CQS","1RHE"
"68226146","H","HH","CF","H01618","3MT","83A","1EXW","1RFT"
"68226288","H","HH","CF","H01618","3MT","83A","1CQS","1RFR"
"68267021","H","SO","OO","H00299","2EU","909","1DJE","1S2O"
"68283920","H","HH","CF","H01618","4DE","9X9","1FZO","1UFR"
"68333937","H","HH","CF","H01618","4DE","9X9","1F87","1S2W"
"83252571","F","SI","KO","F00243","2FL","Not Applicable","160S","160S"
"67927315","R","IN","BR","F06403","11Q","Not Applicable","15TV","1Q84"
"67927316","R","IN","BR","F06403","11Q","Not Applicable","15TV","1Q83"
"67959582","R","IM","MG","F01889","1UA","8CX","1BTY","1HIB"
"68181488","B","OR","CL","H04226","20F","436","1DLW","1NN5"
"67989345","F","MA","HL","F00478","2AQ","6O7","1BIF","1GKA"
"67553866","B","SN","DB","H05434","2FN","6EK","160Z","160Z"
"67748332","B","HA","TI","H03732","36O","961","1BB4","1F7Y"
"67748335","B","HA","TI","H03732","36L","95X","1BB0","1F7U"
"68138775","B","SN","LU","H00720","23D","4U3","14KZ","14KZ"
"68138848","B","SN","LU","H00720","23D","4U5","14KZ","14KZ"
"68155221","B","HA","SE","H01112","24I","9KG","1EUB","1R1O"
"68173487","R","OI","BR","F01700","11W","2G0","113L","1QDH"
"68181461","B","HA","TE","H04427","1KK","9UX","14F0","14F0"
"68181464","B","HA","TE","H04430","3YI","8B5","1E2H","1ON5"
"68194247","H","SO","AA","H00074","2YO","41E","17PO","17PO"
"68194248","H","SO","AA","H00074","2YO","41E","17PO","17PO"
"68211628","H","SO","BI","H00145","480","9KP","1EOX","1RSA"
"68219674","H","HH","CF","H01618","1QK","40F","1DI5","1NHQ"
"68219720","H","HH","CF","H01618","1QK","40F","19Z6","19Z6"
"68219727","H","HH","CF","H01678","1QI","42I","1CKF","1KFH"
"68219739","H","HH","CF","H01618","1QK","40F","19Z6","19Z6"
"68224592","F","KE","OE","F00519","4FG","9U9","1FBE","1S8H"
"68224593","F","KE","OE","F00519","4FG","9U9","1FBE","1S8I"
"68224594","F","KE","OE","F00519","4FG","9U9","1FBE","1S8J"
"68224595","F","KE","OE","F00519","4FG","9U9","1FBE","1S8K"
